name,province,city,date,letter,gifts
James,British Columbia,Victoria,2024-11-20,"Hi there, Santa!

It's James from Victoria, British Columbia. I've been trying my best to stay on the nice list.
I'm really wishing for a Apple iPad (10th Generation) this year. And if it's not too much, a Rainbow Loom Charm Bracelet Kit would be amazing too!

Thanks for all you do!
James
","Apple iPad (10th Generation), Rainbow Loom Charm Bracelet Kit"
Shannon,British Columbia,Surrey,2024-11-07,"Hi Santa!

Shannon here, waving from Surrey, British Columbia. I've been trying my best to be good (most of the time).
I'm really hoping to find a Samsung Galaxy Tab A9+ under the tree. And if there's room in your bag, a smart water bottle would be amazing!

Thanks for being awesome!
Shannon
","Samsung Galaxy Tab A9+, smart water bottle"
Karen,Manitoba,Steinbach,2024-12-02,"Hello Santa,

My name is Karen, and I come from Steinbach, Manitoba.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a RC Controlled Paper Airplane Kit. And if it’s possible, I’d also really appreciate a customizable neon sign.

Thanks for making Christmas magical!
With gratitude,
Karen
","RC Controlled Paper Airplane Kit, customizable neon sign"
Eric,New Brunswick,Fredericton,2024-11-27,"Dear Santa Claus,

It’s Eric here from Fredericton, New Brunswick! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a mini waffle maker.
And if it’s okay, I’d also love a Apple iPad (10th Generation) to make the holidays even more special.

Thanks so much, Santa!
Love,
Eric
","mini waffle maker, Apple iPad (10th Generation)"
Tabitha,Ontario,Toronto,2024-12-10,"Dear Santa Claus,

Tabitha here from Toronto, Ontario. I've been working hard on being good this year.
I'm really excited about the possibility of getting a color-changing smart light bulb. And if it's not too much to ask, a Furby Furblets would be incredible!

Thanks for spreading joy!
Tabitha
","color-changing smart light bulb, Furby Furblets"
Amanda,Manitoba,Winnipeg,2024-11-26,"Hey Santa!

What's up? It's Amanda here from Winnipeg, Manitoba. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a Surprise Toy Bath Bombs under the tree. Oh, and if you've got room in that sleigh, a Apple iPad Air would be epic too!

You're the best, big guy!
Amanda
","Surprise Toy Bath Bombs, Apple iPad Air"
Timothy,Alberta,Lethbridge,2024-12-09,"To Santa Claus,

My name is Timothy, and I live in Lethbridge, Alberta.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a Out to Impress Jewelry Set. And if it’s not too much to ask, I would love a multi-tool pocket knife as well.

Thank you so much, Santa!
Warm regards,
Timothy
","Out to Impress Jewelry Set, multi-tool pocket knife"
Angela,British Columbia,Surrey,2024-11-15,"Dear Santa Claus,

Angela here from Surrey, British Columbia. I've been working hard on being good this year.
I'm really excited about the possibility of getting a wireless charging pad. And if it's not too much to ask, a book would be incredible!

Thanks for spreading joy!
Angela
","wireless charging pad, book"
Patrick,Quebec,Quebec City,2024-12-17,"Santa, my main man!

Patrick here, chillin' in Quebec City, Quebec. I've been keeping it real and staying good.
I'm dreaming of unwrapping a programmable LED message board on Christmas morning. And if you're feeling generous, a Samsung Galaxy Tab A9+ would be the cherry on top!

You're the GOAT, Santa!
Patrick
","programmable LED message board, Samsung Galaxy Tab A9+"
Amy,Quebec,Montreal,2024-12-10,"Hi there, Santa!

It's Amy from Montreal, Quebec. I've been trying my best to stay on the nice list.
I'm really wishing for a 3D printing pen this year. And if it's not too much, a Nintendo Switch Game would be amazing too!

Thanks for all you do!
Amy
","3D printing pen, Nintendo Switch Game"
Sharon,Ontario,Ottawa,2024-11-29,"S-man!

What's crackin'? It's Sharon from Ottawa, Ontario. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a multi-tool pocket knife. And if you're feeling extra jolly, a desktop bonsai tree kit would be off the hook!

You're a legend, Santa!
Sharon
","multi-tool pocket knife, desktop bonsai tree kit"
Caroline,Nunavut,Iqaluit,2024-11-13,"Santa, my main man!

Caroline here, chillin' in Iqaluit, Nunavut. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Rechargeable Hand Warmer on Christmas morning. And if you're feeling generous, a Miniverse Make It Mini Food Kits would be the cherry on top!

You're the GOAT, Santa!
Caroline
","Rechargeable Hand Warmer, Miniverse Make It Mini Food Kits"
Katrina,British Columbia,Surrey,2024-12-05,"Dear Santa,

I hope this letter finds you well. My name is Katrina, and I live in Surrey, British Columbia. 
This year, I've been on my best behavior. For Christmas, I would really love a Harry Potter Wand. 
If you can, I would also be thrilled to receive a bicycle.

Thank you for all the joy you bring!
Sincerely,
Katrina
","Harry Potter Wand, bicycle"
Jean,Alberta,Calgary,2024-11-30,"Dear Santa,

I hope this letter finds you well. My name is Jean, and I live in Calgary, Alberta. 
This year, I've been on my best behavior. For Christmas, I would really love a compact sewing machine. 
If you can, I would also be thrilled to receive a Harry Potter Crookshanks Plush.

Thank you for all the joy you bring!
Sincerely,
Jean
","compact sewing machine, Harry Potter Crookshanks Plush"
Erik,Ontario,Mississauga,2024-11-19,"Santa, my main man!

Erik here, chillin' in Mississauga, Ontario. I've been keeping it real and staying good.
I'm dreaming of unwrapping a customizable neon sign on Christmas morning. And if you're feeling generous, a Teenage Mutant Ninja Turtles Figures would be the cherry on top!

You're the GOAT, Santa!
Erik
","customizable neon sign, Teenage Mutant Ninja Turtles Figures"
Blake,Manitoba,Brandon,2024-11-07,"Hello Santa,

My name is Blake, and I come from Brandon, Manitoba.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a smart fitness tracker. And if it’s possible, I’d also really appreciate a portable campfire.

Thanks for making Christmas magical!
With gratitude,
Blake
","smart fitness tracker, portable campfire"
Kimberly,Nunavut,Rankin Inlet,2024-11-28,"Dear Santa,

I hope this letter finds you well. My name is Kimberly, and I live in Rankin Inlet, Nunavut. 
This year, I've been on my best behavior. For Christmas, I would really love a doll. 
If you can, I would also be thrilled to receive a wireless gaming mouse.

Thank you for all the joy you bring!
Sincerely,
Kimberly
","doll, wireless gaming mouse"
Pamela,Northwest Territories,Yellowknife,2024-11-28,"Hey Santa, what's good?

It's your buddy Pamela from Yellowknife, Northwest Territories. I've been trying to keep my cool all year.
I'm really hoping to score a Rechargeable Hand Warmer this Christmas. And if you've got any magic left, a portable campfire would be sick!

Keep sleighing it, Santa!
Pamela
","Rechargeable Hand Warmer, portable campfire"
Alexandra,British Columbia,Victoria,2024-12-07,"Dear S-Claus,

It's your pal Alexandra from Victoria, British Columbia. I've been working on my nice game all year.
I'm really hoping for a Samsung Galaxy Tab A9+ this Christmas. And hey, if you're in a giving mood, a Electric Candle Lighter would be awesome too!

Thanks for being you!
Alexandra
","Samsung Galaxy Tab A9+, Electric Candle Lighter"
Brian,Manitoba,Winnipeg,2024-11-21,"Hi Santa,

I'm Brian from Winnipeg, Manitoba. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a teddy bear. If it’s not too much trouble, I’d also love a Apple iPad Air.

Happy Holidays, Santa!
Best wishes,
Brian
","teddy bear, Apple iPad Air"
Nicole,Northwest Territories,Hay River,2024-11-05,"Dear Santa Claus,

Hello! My name is Nicole, and I live in Hay River, Northwest Territories.
I’ve been very kind and helpful this year. For Christmas, I would really like a LED Light-Up Sneakers.
It would also make me so happy to have a The Clearly Impossible Puzzle if you can manage it.

Thank you so much, Santa!
Yours truly,
Nicole
","LED Light-Up Sneakers, The Clearly Impossible Puzzle"
Betty,Saskatchewan,Saskatoon,2024-12-12,"Dear Santa Claus,

It’s Betty here from Saskatoon, Saskatchewan! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a skateboard.
And if it’s okay, I’d also love a 5 Surprise NBA Ballers to make the holidays even more special.

Thanks so much, Santa!
Love,
Betty
","skateboard, 5 Surprise NBA Ballers"
Matthew,Manitoba,Brandon,2024-12-04,"Hey Santa, what's good?

It's your buddy Matthew from Brandon, Manitoba. I've been trying to keep my cool all year.
I'm really hoping to score a toy car this Christmas. And if you've got any magic left, a vintage-style typewriter keyboard would be sick!

Keep sleighing it, Santa!
Matthew
","toy car, vintage-style typewriter keyboard"
Stephanie,Quebec,Laval,2024-11-19,"Santa, my dude!

Stephanie here, repping Laval, Quebec. I've been good(ish) this year, promise!
I'm crossing my fingers for a Funko POP! Figures (NBA, MLB, Marvel). And if you're feeling extra magical, a customizable neon sign would make my year!

You rock, Santa!
Stephanie
","Funko POP! Figures (NBA, MLB, Marvel), customizable neon sign"
Ruben,Saskatchewan,Regina,2024-11-27,"Dear Santa Claus,

Hello! My name is Ruben, and I live in Regina, Saskatchewan.
I’ve been very kind and helpful this year. For Christmas, I would really like a Harry Potter Wand.
It would also make me so happy to have a ElectroCubes Nightlight Building Set if you can manage it.

Thank you so much, Santa!
Yours truly,
Ruben
","Harry Potter Wand, ElectroCubes Nightlight Building Set"
Crystal,Saskatchewan,Prince Albert,2024-11-08,"Hey Santa!

What's up? It's Crystal here from Prince Albert, Saskatchewan. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a interactive storybook projector under the tree. Oh, and if you've got room in that sleigh, a Rechargeable Hand Warmer would be epic too!

You're the best, big guy!
Crystal
","interactive storybook projector, Rechargeable Hand Warmer"
Amy,Northwest Territories,Inuvik,2024-12-06,"Hi there, Santa!

It's Amy from Inuvik, Northwest Territories. I've been trying my best to stay on the nice list.
I'm really wishing for a portable campfire this year. And if it's not too much, a The Clearly Impossible Puzzle would be amazing too!

Thanks for all you do!
Amy
","portable campfire, The Clearly Impossible Puzzle"
Karen,Nunavut,Rankin Inlet,2024-11-07,"Santa, my main man!

Karen here, chillin' in Rankin Inlet, Nunavut. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee) on Christmas morning. And if you're feeling generous, a portable bluetooth speaker would be the cherry on top!

You're the GOAT, Santa!
Karen
","Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee), portable bluetooth speaker"
Kristy,Ontario,Mississauga,2024-11-18,"Hey Santa, what's good?

It's your buddy Kristy from Mississauga, Ontario. I've been trying to keep my cool all year.
I'm really hoping to score a Our Generation Siberian Husky Plush this Christmas. And if you've got any magic left, a Yellow Dress-Up Set would be sick!

Keep sleighing it, Santa!
Kristy
","Our Generation Siberian Husky Plush, Yellow Dress-Up Set"
Anthony,Quebec,Montreal,2024-12-06,"Hi there, Santa!

It's Anthony from Montreal, Quebec. I've been trying my best to stay on the nice list.
I'm really wishing for a desktop bonsai tree kit this year. And if it's not too much, a LEGO Creator 3-in-1 Mighty Dinosaurs would be amazing too!

Thanks for all you do!
Anthony
","desktop bonsai tree kit, LEGO Creator 3-in-1 Mighty Dinosaurs"
Anthony,New Brunswick,Moncton,2024-11-29,"Dear Santa,

I hope this letter finds you well. My name is Anthony, and I live in Moncton, New Brunswick. 
This year, I've been on my best behavior. For Christmas, I would really love a portable projector. 
If you can, I would also be thrilled to receive a mini espresso maker.

Thank you for all the joy you bring!
Sincerely,
Anthony
","portable projector, mini espresso maker"
Michael,Manitoba,Winnipeg,2024-11-24,"Hi Santa!

Michael here, waving from Winnipeg, Manitoba. I've been trying my best to be good (most of the time).
I'm really hoping to find a portable bluetooth speaker under the tree. And if there's room in your bag, a mechanical keyboard would be amazing!

Thanks for being awesome!
Michael
","portable bluetooth speaker, mechanical keyboard"
Linda,Nunavut,Cambridge Bay,2024-12-02,"Hi there, Santa!

It's Linda from Cambridge Bay, Nunavut. I've been trying my best to stay on the nice list.
I'm really wishing for a Teenage Mutant Ninja Turtles Figures this year. And if it's not too much, a Small Stoneware Vase would be amazing too!

Thanks for all you do!
Linda
","Teenage Mutant Ninja Turtles Figures, Small Stoneware Vase"
April,Quebec,Montreal,2024-11-28,"Hello Santa,

My name is April, and I come from Montreal, Quebec.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a Harry Potter Crookshanks Plush. And if it’s possible, I’d also really appreciate a Temporary Tattoo Markers Kit.

Thanks for making Christmas magical!
With gratitude,
April
","Harry Potter Crookshanks Plush, Temporary Tattoo Markers Kit"
